orth_,lemma_,tag_,pos_,dep_,head,is_stop,is_punct,is_digit
!,!,SUBST,PUNCT,punct,plac,False,True,False
"""","""",INTERP,PUNCT,punct,plac,False,True,False
-,-,INTERP,PUNCT,punct,kampania,False,True,False
proekologiczna,proekologiczna,ADJ,ADJ,amod,kampania,False,False,False
kampania,kampania,SUBST,NOUN,conj,plac,False,False,False
spoleczna,spoleczna,ADJ,ADJ,amod,kampania,False,False,False
ogólnodostepny,ogólnodostepny,ADJ,ADJ,amod,stól,False,False,False
stól,stól,SUBST,NOUN,conj,plac,False,False,False
do,do,PREP,ADP,case,gry,True,False,False
gry,gra,SUBST,NOUN,nmod,stól,False,False,False
w,w,PREP,ADP,case,pilkarzyki,True,False,False
pilkarzyki,pilkarzyki,SUBST,NOUN,nmod,gry,False,False,False
ustawienie,ustawienie,GER,NOUN,nmod:arg,gry,False,False,False
50,50,NUM,NUM,nummod:gov,koszy,False,False,True
koszy,kosz,SUBST,NOUN,obj,ustawienie,False,False,False
w,w,PREP,ADP,case,dzielnicy,True,False,False
kazdej,kazdej,ADJ,ADJ,amod,dzielnicy,False,False,False
dzielnicy,dzielnica,SUBST,NOUN,nmod,koszy,False,False,False
trasa,trasa,SUBST,NOUN,nmod,plac,False,False,False
narciarstwa,narciarstwo,SUBST,NOUN,nmod,trasa,False,False,False
biegowego,biegowy,ADJ,ADJ,amod,narciarstwa,False,False,False
i,i,CONJ,CCONJ,cc,górka,True,False,False
górka,górka,SUBST,NOUN,conj,trasa,False,False,False
saneczkowa,saneczkowy,ADJ,ADJ,nmod,górka,False,False,False
(,(,INTERP,PUNCT,punct,sniezone,False,True,False
sztucznie,sztucznie,ADV,ADV,advmod,sniezone,False,False,False
sniezone,sniezone,SUBST,ADJ,acl,górka,False,False,False
),),INTERP,PUNCT,punct,trasa,False,True,False
-,-,INTERP,PUNCT,punct,promenda,False,True,False
promenda,promenda,SUBST,PROPN,conj,plac,False,False,False
niemena,niemena,SUBST,ADJ,amod,promenda,False,False,False
k/,k/,SUBST,NOUN,flat,niemena,False,False,False
lasku,lasek,SUBST,NOUN,nmod:arg,k/,False,False,False
aniolowskiego,aniolowskiego,ADJ,ADJ,amod,lasku,False,False,False
.,.,INTERP,PUNCT,punct,plac,False,True,False
aktywna,aktywny,ADJ,ADJ,amod,zima,False,False,False
zima,zima,SUBST,NOUN,ROOT,zima,False,False,False
w,w,PREP,ADP,case,miescie,True,False,False
miescie,miescie,SUBST,NOUN,nmod,zima,False,False,False
dla,dla,PREP,ADP,case,rodziny,True,False,False
calej,calej,ADJ,ADJ,amod,rodziny,False,False,False
rodziny,rodzina,SUBST,NOUN,nmod,miescie,False,False,False
!,!,INTERP,PUNCT,punct,zima,False,True,False
dostosowanie,dostosowanie,GER,NOUN,ROOT,dostosowanie,False,False,False
standardu,standard,SUBST,NOUN,obj,dostosowanie,False,False,False
mini,mini,ADJ,ADJ,amod,standardu,False,False,False
toru,tor,SUBST,NOUN,nmod,standardu,False,False,False
zuzlowego,zuzlowego,ADJ,ADJ,acl,toru,False,False,False
przy,przy,PREP,ADP,case,ul,True,False,False
ul,ul,BREV,X,obl,zuzlowego,False,False,False
.,.,INTERP,PUNCT,punct,ul,False,True,False
brzegowej,brzegowy,ADJ,ADJ,amod,ul,False,False,False
do,do,PREP,ADP,case,celów,True,False,False
celów,cel,SUBST,NOUN,nmod,ul,False,False,False
szkoleniowo,szkoleniowy,ADJA,ADJ,amod,celów,False,False,False
-,-,INTERP,PUNCT,punct,sportowych,False,True,False
sportowych,sportowy,ADJ,ADJ,conj,szkoleniowo,False,False,False
dla,dla,PREP,ADP,case,dzieci,True,False,False
dzieci,dziecko,SUBST,NOUN,nmod,ul,False,False,False
i,i,CONJ,CCONJ,cc,mlodziezy,True,False,False
mlodziezy,mlodziezy,SUBST,NOUN,conj,dzieci,False,False,False
-,-,INTERP,PUNCT,punct,wymiana,False,True,False
wymiana,wymiana,SUBST,NOUN,nsubj,dostosowanie,False,False,False
bandy,banda,SUBST,NOUN,nmod:arg,wymiana,False,False,False
bezpieczenstwa,bezpieczenstwa,SUBST,NOUN,nmod:arg,bandy,False,False,False
.,.,INTERP,PUNCT,punct,dostosowanie,False,True,False
"""","""",INTERP,PUNCT,punct,naprawy,False,True,False
drobne,drobny,ADJ,ADJ,amod,naprawy,False,False,False
"""","""",INTERP,PUNCT,punct,drobne,False,True,False
naprawy,naprawa,SUBST,NOUN,nsubj,skopal,False,False,False
w,w,PREP,ADP,case,dzielnicy,True,False,False
dzielnicy,dzielnica,SUBST,NOUN,nmod,naprawy,False,False,False
gnaszyn,gnaszyn,SUBST,ADJ,nmod,naprawy,False,False,False
-,-,SUBST,PUNCT,punct,naprawy,False,True,False
kawodrza,kawodrza,SUBST,VERB,nmod,naprawy,False,False,False
zamiast,zamiast,PREP,ADP,case,kupowac,False,False,False
kupowac,kupowac,SUBST,PROPN,nmod,naprawy,False,False,False
",",",",INTERP,PUNCT,punct,wole,False,True,False
wole,wole,FIN,VERB,conj,naprawy,False,False,False
adoptowac,adoptowac,SUBST,NOUN,fixed,wole,False,False,False
!,!,INTERP,PUNCT,punct,wole,False,True,False
-,-,INTERP,PUNCT,punct,naprawy,False,True,False
promocja,promocja,SUBST,NOUN,nmod,naprawy,False,False,False
adopcji,adopcja,SUBST,NOUN,nmod:arg,promocja,False,False,False
zwierzat,zwierzat,SUBST,NOUN,nmod:arg,adopcji,False,False,False
z,z,PREP,ADP,case,schroniska,True,False,False
czestochowskiego,czestochowskiego,ADJ,ADJ,amod,schroniska,False,False,False
schroniska,schronisko,SUBST,NOUN,nmod,promocja,False,False,False
bezpieczna,bezpieczny,ADJ,ADJ,amod,droga,False,False,False
droga,droga,SUBST,NOUN,nsubj,promocja,False,False,False
do,do,PREP,ADP,case,szkoly,True,False,False
szkoly,szkoly,SUBST,NOUN,nmod,droga,False,False,False
nr,nr,BREV,X,nmod,szkoly,False,False,False
2,2,NUM,X,amod,nr,False,False,True
"""","""",SUBST,PUNCT,punct,promocja,False,True,False
a,a,CONJ,CCONJ,cc,skopal,True,False,False
co,co,SUBST,PRON,nsubj,skopal,True,False,False
jakby,jakby,COMP,PART,advmod:emph,ciebie,True,False,False
ciebie,ty,PPRON12,PRON,obl,skopal,True,False,False
ktos,ktos,SUBST,NOUN,nsubj,skopal,True,False,False
skopal,skopal,SUBST,ADJ,ROOT,skopal,False,False,False
?,?,SUBST,PUNCT,punct,skopal,False,True,False
"""","""",INTERP,PUNCT,punct,skopal,False,True,False
-,-,INTERP,PUNCT,punct,kampania,False,True,False
spoleczna,spoleczna,ADJ,ADJ,amod,kampania,False,False,False
kampania,kampania,SUBST,NOUN,parataxis:obj,skopal,False,False,False
przeciwko,przeciwko,PREP,ADP,case,przemocy,False,False,False
przemocy,przemoc,SUBST,NOUN,nmod:arg,kampania,False,False,False
wobec,wobec,PREP,ADP,case,zwierzat,False,False,False
zwierzat,zwierzat,SUBST,NOUN,nmod,przemocy,False,False,False
noworoczny,noworoczny,ADJ,ADJ,amod,pokaz,False,False,False
pokaz,pokaz,SUBST,NOUN,obj,kampania,False,False,False
laserów,laser,SUBST,NOUN,nmod,pokaz,False,False,False
",",",",INTERP,PUNCT,punct,swiatho,False,True,False
swiatho,swiatho,SUBST,NOUN,conj,laserów,False,False,False
i,i,CONJ,CCONJ,cc,dáwick,True,False,False
dáwick,dáwick,SUBST,NOUN,conj,kampania,False,False,False
"""","""",INTERP,PUNCT,punct,kino,False,True,False
zamiast,zamiast,PREP,ADP,case,fajerwerków,False,False,False
fajerwerków,fajerwerk,SUBST,NOUN,nmod,kino,False,False,False
bezplatne,bezplatne,ADJ,ADJ,amod,kino,False,False,False
kino,kino,SUBST,NOUN,conj,kampania,False,False,False
na,na,PREP,ADP,case,lezakach,True,False,False
lezakach,lezakach,SUBST,NOUN,nmod,kampania,False,False,False
w,w,PREP,ADP,case,czestochowie,True,False,False
czestochowie,czestochowie,SUBST,NOUN,nmod,lezakach,False,False,False
bezpieczna,bezpieczny,ADJ,ADJ,amod,droga,False,False,False
droga,droga,SUBST,NOUN,nsubj,kampania,False,False,False
do,do,PREP,ADP,case,szkoy,True,False,False
szkoy,szkoy,SUBST,NOUN,nmod,droga,False,False,False
nr,nr,BREV,X,nmod,droga,False,False,False
38,38,NUM,NUM,flat,nr,False,False,True
zakup,zakup,SUBST,NOUN,nmod,kampania,False,False,False
zewnetrznych,zewnetrznych,ADJ,ADJ,amod,biletomatów,False,False,False
biletomatów,biletomat,SUBST,NOUN,nmod:arg,zakup,False,False,False
mpk,mpk,SUBST,PROPN,nmod,biletomatów,False,False,False
swieto,swieto,SUBST,NOUN,nmod:arg,zakup,False,False,False
gwiezdnych,gwiezdny,ADJ,ADJ,amod,wojen,False,False,False
wojen,wojna,SUBST,NOUN,nmod,swieto,False,False,False
w,w,PREP,ADP,case,czestochowie,True,False,False
czestochowie,czestochowie,SUBST,NOUN,nmod,wojen,False,False,False
-,-,INTERP,PUNCT,punct,star,False,True,False
star,star,SUBST,NOUN,conj,czestochowie,False,False,False
wars,wars,SUBST,X,nmod,wojen,False,False,False
day,day,SUBST,PROPN,fixed,wars,False,False,False
2018,2018,NUM,ADJ,amod:flat,rewitalizacja,False,False,True
rewitalizacja,rewitalizacja,SUBST,NOUN,nmod,swieto,False,False,False
i,i,CONJ,CCONJ,cc,zagospodarowanie,True,False,False
zagospodarowanie,zagospodarowanie,GER,NOUN,conj,rewitalizacja,False,False,False
terenu,teren,SUBST,NOUN,obj,zagospodarowanie,False,False,False
przy,przy,PREP,ADP,case,gliniance,True,False,False
gliniance,glinianka,SUBST,NOUN,nmod,terenu,False,False,False
michalina,michalina,SUBST,NOUN,nmod:flat,gliniance,False,False,False
w,w,PREP,ADP,case,dzielnicy,True,False,False
dzielnicy,dzielnica,SUBST,NOUN,nmod,rewitalizacja,False,False,False
raków,raki,SUBST,NOUN,nmod:arg,dzielnicy,False,False,False
rewitalizacja,rewitalizacja,SUBST,NOUN,nsubj,modernizacja,False,False,False
terenu,teren,SUBST,NOUN,nmod:arg,rewitalizacja,False,False,False
na,na,PREP,ADP,case,tysiacleciu,True,False,False
tysiacleciu,tysiacleciu,GER,NOUN,nmod,rewitalizacja,False,False,False
miedzy,miedzy,PREP,ADV,case,sp,True,False,False
sp,sp,SUBST,X,nmod,rewitalizacja,False,False,False
42,42,ADJ,X,amod,sp,False,False,True
a,a,CONJ,CCONJ,cc,przedszkolem,True,False,False
przedszkolem,przedszkole,SUBST,NOUN,nmod,rewitalizacja,False,False,False
nr,nr,BREV,X,nmod,przedszkolem,False,False,False
11,11,NUM,X,amod,nr,False,False,True
mielczarskiego,mielczarskiego,ADJ,ADJ,amod,nr,False,False,False
-,-,INTERP,PUNCT,punct,oblicze,False,True,False
nowe,nowy,ADJ,ADJ,amod,oblicze,False,False,False
oblicze,oblicze,SUBST,NOUN,conj,rewitalizacja,False,False,False
wieze,wieze,SUBST,NOUN,nmod,oblicze,False,False,False
legowe,legowe,ADJ,ADJ,amod,wieze,False,False,False
dla,dla,PREP,ADP,case,jerzyków,True,False,False
jerzyków,jerzyk,SUBST,PROPN,nmod,oblicze,False,False,False
grill,grill,SUBST,NOUN,nmod,oblicze,False,False,False
park,park,SUBST,NOUN,nmod,grill,False,False,False
na,na,PREP,ADP,case,promenadzie,True,False,False
promenadzie,promenada,SUBST,NOUN,nmod,oblicze,False,False,False
czeslawa,czeslawa,SUBST,PROPN,nmod,rewitalizacja,False,False,False
niemena,niemena,SUBST,ADJ,amod,szalet,False,False,False
automatyczny,automatyczny,ADJ,ADJ,amod,szalet,False,False,False
szalet,szalet,SUBST,NOUN,nmod,rewitalizacja,False,False,False
miejski,miejski,ADJ,ADJ,amod,szalet,False,False,False
na,na,PREP,ADP,case,promenadzie,True,False,False
promenadzie,promenada,SUBST,NOUN,nmod,szalet,False,False,False
im,im,BREV,X,nmod,promenadzie,True,False,False
.,.,INTERP,PUNCT,punct,szalet,False,True,False
czeslawa,czeslawa,SUBST,PROPN,nmod,szalet,False,False,False
niemena,niemena,SUBST,ADJ,amod,domki,False,False,False
domki,domek,SUBST,NOUN,flat,czeslawa,False,False,False
dla,dla,PREP,ADP,case,kotów,True,False,False
wolnozyjacych,wolnozyjacych,PACT,ADJ,acl,kotów,False,False,False
kotów,kot,SUBST,NOUN,nmod,domki,False,False,False
rozbudowa,rozbudowa,SUBST,NOUN,amod,rewitalizacja,False,False,False
zaplecza,zaplecze,SUBST,NOUN,nmod:arg,rozbudowa,False,False,False
sportowego,sportowy,ADJ,ADJ,amod,zaplecza,False,False,False
przy,przy,PREP,ADP,case,zespole,True,False,False
zespole,zespół,SUBST,NOUN,nmod,rewitalizacja,False,False,False
szkót,szkót,SUBST,NOUN,nmod:arg,zespole,False,False,False
technicznych,techniczny,ADJ,ADJ,amod,szkót,False,False,False
w,w,PREP,ADP,case,czestochowie,True,False,False
czestochowie,czestochowie,SUBST,NOUN,nmod:arg,szkót,False,False,False
-,-,SUBST,PUNCT,punct,street,False,True,False
street,street,SUBST,PROPN,conj,czestochowie,False,False,False
workout,workout,SUBST,PROPN,nmod,czestochowie,False,False,False
park,park,SUBST,NOUN,nmod,zespole,False,False,False
rozbudowa,rozbudowa,SUBST,NOUN,amod,park,False,False,False
skateparku,skatepark,SUBST,NOUN,nmod,park,False,False,False
lisiniec,lisiniec,SUBST,NOUN,nmod,rewitalizacja,False,False,False
wsparcie,wsparcie,SUBST,NOUN,nmod:flat,lisiniec,False,False,False
mieszkanców,mieszkanców,SUBST,NOUN,nmod,wsparcie,False,False,False
czestochowy,czestochowy,ADJ,ADJ,amod,mieszkanców,False,False,False
z,z,PREP,ADP,case,niepelnosprawnoscia,True,False,False
niepelnosprawnoscia,niepelnosprawnoscia,GER,NOUN,nmod,wsparcie,False,False,False
ruchowa,ruchowy,ADJ,ADJ,amod,modernizacja,False,False,False
modernizacja,modernizacja,SUBST,NOUN,parataxis:obj,skopal,False,False,False
skwerku,skwerek,SUBST,NOUN,nmod:arg,modernizacja,False,False,False
polozonego,polozonego,PPAS,ADJ,acl,skwerku,False,False,False
miedzy,miedzy,PREP,ADV,case,ul.pusta,True,False,False
ul.pusta,ul.pusta,SUBST,PROPN,nmod,skwerku,False,False,False
a,a,CONJ,CCONJ,cc,iglasta,True,False,False
iglasta,iglasty,ADJ,ADJ,conj,modernizacja,False,False,False
uzupelnienie,uzupelnienie,GER,NOUN,obl,skopal,False,False,False
oswietlenia,oswietlenia,SUBST,NOUN,nmod:arg,uzupelnienie,False,False,False
drogowego,drogowy,ADJ,ADJ,amod,ulicy,False,False,False
ulicy,ulica,SUBST,NOUN,nmod,oswietlenia,False,False,False
busolowej,busolowy,ADJ,ADJ,amod,ulicy,False,False,False
wraz,wraz,ADV,ADV,case,oswietleniem,False,False,False
z,z,PREP,ADP,fixed,wraz,True,False,False
oswietleniem,oswietleniem,SUBST,NOUN,nmod,uzupelnienie,False,False,False
siegacza,siegacza,SUBST,PROPN,obj,oswietleniem,False,False,False
w,w,PREP,ADP,case,rejonie,True,False,False
rejonie,rejon,SUBST,NOUN,nmod,oswietleniem,False,False,False
skrzyzowania,skrzyzowania,SUBST,NOUN,nmod:arg,rejonie,False,False,False
z,z,PREP,ADP,case,ul,True,False,False
ul,ul,BREV,X,nmod,rejonie,False,False,False
.,.,INTERP,PUNCT,punct,ul,False,True,False
kolorowa,kolorowy,ADJ,ADJ,amod,ul,False,False,False
.,.,INTERP,PUNCT,punct,skopal,False,True,False
dzien,dzien,SUBST,NOUN,ROOT,dzien,False,False,False
strazaka,strazaka,SUBST,NOUN,nmod,dzien,False,False,False
i,i,CONJ,CCONJ,cc,festyn,True,False,False
festyn,festyn,SUBST,NOUN,conj,dzien,False,False,False
w,w,PREP,ADP,case,osp,True,False,False
osp,ospa,SUBST,PROPN,nmod,festyn,False,False,False
liszka,liszka,SUBST,ADV,nmod,dzien,False,False,False
dolna,dolny,ADJ,ADJ,amod,naprawa,False,False,False
naprawa,naprawa,SUBST,NOUN,nsubj,liszka,False,False,False
nawierzchni,nawierzchnia,SUBST,NOUN,nmod:arg,naprawa,False,False,False
i,i,CONJ,CCONJ,cc,polozenie,True,False,False
polozenie,polozenie,GER,NOUN,conj,dzien,False,False,False
asfaltu,asfalt,SUBST,NOUN,nmod,polozenie,False,False,False
ulicy,ulica,SUBST,NOUN,nmod:arg,asfaltu,False,False,False
na,na,PREP,ADP,case,zawodziu,True,False,False
zawodziu,zawodziu,SUBST,PROPN,nmod,polozenie,False,False,False
-,-,SUBST,PUNCT,punct,dabie,False,True,False
dabie,dabie,SUBST,NOUN,conj,dzien,False,False,False
synchronizacja,synchronizacja,SUBST,NOUN,nsubj,odslona,False,False,False
swiatel,swiatel,SUBST,NOUN,nmod,synchronizacja,False,False,False
w,w,PREP,ADP,case,ulicy,True,False,False
ciagu,ciagu,SUBST,PROPN,fixed,w,False,False,False
ulicy,ulica,SUBST,NOUN,nmod,synchronizacja,False,False,False
jagielonskiej,jagielonskiej,ADJ,ADJ,amod,ulicy,False,False,False
budowa,budowa,SUBST,NOUN,nmod,ulicy,False,False,False
placu,plac,SUBST,NOUN,nmod:arg,budowa,False,False,False
rekreacji,rekreacja,SUBST,NOUN,nmod,placu,False,False,False
ruchowej,ruchowy,ADJ,ADJ,amod,rekreacji,False,False,False
przy,przy,PREP,ADP,case,boisku,True,False,False
boisku,boisko,SUBST,NOUN,nmod,ulicy,False,False,False
szkoly,szkoly,SUBST,NOUN,nmod,boisku,False,False,False
podstawowej,podstawowy,ADJ,ADJ,amod,szkoly,False,False,False
nr,nr,BREV,X,nmod,szkoly,False,False,False
12,12,NUM,X,amod,nr,False,False,True
w,w,PREP,ADP,case,czestochowie,True,False,False
czestochowie,czestochowie,SUBST,NOUN,obl,odslona,False,False,False
nowa,nowy,ADJ,ADJ,amod,czestochowie,False,False,False
odslona,odslona,PPAS,ADJ,acl,kino,False,False,False
ogrodu,ogród,SUBST,NOUN,iobj,odslona,False,False,False
seniorów,senior,SUBST,NOUN,nmod,ogrodu,False,False,False
przy,przy,PREP,ADP,case,centrum,True,False,False
czestochowskim,czestochowskim,ADJ,ADJ,amod,centrum,False,False,False
centrum,centrum,SUBST,NOUN,obl,odslona,False,False,False
seniorów,senior,SUBST,NOUN,nmod:arg,centrum,False,False,False
sródmiejski,sródmiejski,ADJ,ADJ,amod,park,False,False,False
park,park,SUBST,NOUN,nmod,centrum,False,False,False
wzdluz,wzdluz,SUBST,X,amod:flat,park,False,False,False
stradomki,stradomki,SUBST,ADJ,appos,centrum,False,False,False
letnie,letni,ADJ,ADJ,amod,kino,False,False,False
kino,kino,SUBST,NOUN,ROOT,kino,False,False,False
plenerowe,plenerowy,ADJ,ADJ,amod,kino,False,False,False
na,na,PREP,ADP,case,promenadzie,True,False,False
promenadzie,promenada,SUBST,NOUN,nmod,kino,False,False,False
iluzje,iluzja,SUBST,NOUN,appos,kino,False,False,False
na,na,PREP,ADP,case,chodniku,True,False,False
chodniku,chodnik,SUBST,NOUN,nmod,kino,False,False,False
badania,badanie,SUBST,NOUN,appos,kino,False,False,False
przesiewowe,przesiewowy,ADJ,ADJ,amod,badania,False,False,False
w,w,PREP,ADP,case,kierunku,True,False,False
kierunku,kierunek,SUBST,NOUN,obl,przesiewowe,True,False,False
schorzen,schorzen,SUBST,NOUN,nmod:arg,badania,False,False,False
tarczycy,tarczyca,SUBST,NOUN,nmod,schorzen,False,False,False
utworzenie,utworzenie,GER,NOUN,appos,kino,False,False,False
parkingu,parking,SUBST,NOUN,obj,utworzenie,False,False,False
z,z,PREP,ADP,case,kostki,True,False,False
kostki,kostka,SUBST,NOUN,nmod,parkingu,False,False,False
brukowej,brukowy,ADJ,ADJ,amod,kostki,False,False,False
przed,przed,PREP,ADP,case,budynkiem,True,False,False
budynkiem,budynek,SUBST,NOUN,nmod,utworzenie,False,False,False
akademii,akademia,SUBST,NOUN,nmod:arg,budynkiem,False,False,False
jana,jana,SUBST,PROPN,nmod,akademii,False,False,False
dlugosza,dlugosza,SUBST,PROPN,ROOT,dlugosza,False,False,False
przy,przy,PREP,ADP,case,ul,True,False,False
ul,ul,BREV,X,obl,dlugosza,False,False,False
.,.,INTERP,PUNCT,punct,ul,False,True,False
zbierskiego,zbierskiego,PPAS,ADJ,amod,fontanna,False,False,False
multimedialna,multimedialny,ADJ,ADJ,amod,fontanna,False,False,False
kolorowa,kolorowy,ADJ,ADJ,amod,fontanna,False,False,False
fontanna,fontanna,SUBST,NOUN,nsubj,dlugosza,False,False,False
w,w,PREP,ADP,case,parku,True,False,False
parku,park,SUBST,NOUN,nmod,fontanna,False,False,False
im,im,BREV,X,nmod,parku,True,False,False
.,.,INTERP,PUNCT,punct,dlugosza,False,True,False
stanislawa,stanislawa,SUBST,NOUN,list,instalacja,False,False,False
staszica,staszica,SUBST,NOUN,amod,instalacja,False,False,False
instalacja,instalacja,SUBST,NOUN,ROOT,instalacja,False,False,False
kamer,kamera,SUBST,NOUN,nmod:arg,instalacja,False,False,False
monitorujacych,monitorujacych,ADJ,ADJ,amod,kamer,False,False,False
budowa,budowa,SUBST,NOUN,nmod,instalacja,False,False,False
mini,mini,ADJ,ADJ,amod,kompleksu,False,False,False
kompleksu,kompleks,SUBST,NOUN,nmod,budowa,False,False,False
rekreacyjno,rekreacyjny,ADJA,ADJ,amod,kompleksu,False,False,False
-,-,INTERP,PUNCT,punct,rehabilitacyjnego,False,True,False
rehabilitacyjnego,rehabilitacyjny,ADJ,ADJ,conj,rekreacyjno,False,False,False
w,w,PREP,ADP,case,parku,True,False,False
parku,park,SUBST,NOUN,nmod,kompleksu,False,False,False
piastów,piast,SUBST,NOUN,nmod,parku,False,False,False
budowa,budowa,SUBST,NOUN,nmod:arg,instalacja,False,False,False
szaletu,szalet,SUBST,NOUN,nmod:arg,budowa,False,False,False
miejskiego,miejski,ADJ,ADJ,amod,szaletu,False,False,False
na,na,PREP,ADP,case,rynku,True,False,False
rynku,rynek,SUBST,NOUN,nmod,budowa,False,False,False
wielunskim,wielunskim,ADJ,ADJ,amod,rynku,False,False,False
budowa,budowa,SUBST,NOUN,nmod,budowa,False,False,False
i,i,CONJ,CCONJ,cc,modernizacja,True,False,False
modernizacja,modernizacja,SUBST,NOUN,conj,budowa,False,False,False
fragmentu,fragment,SUBST,NOUN,nmod:arg,modernizacja,False,False,False
sciezki,sciezki,SUBST,NOUN,nmod:arg,fragmentu,False,False,False
rowerowej,rowerowy,ADJ,ADJ,amod,sciezki,False,False,False
i,i,CONJ,CCONJ,cc,chodnika,True,False,False
chodnika,chodnik,SUBST,NOUN,conj,sciezki,False,False,False
przy,przy,PREP,ADP,case,pd,True,False,False
pd,pd,BREV,X,nmod,budowa,False,False,False
.,.,INTERP,PUNCT,punct,pd,False,True,False
stronie,strona,SUBST,NOUN,nmod,budowa,False,False,False
alei,aleja,SUBST,NOUN,nmod,stronie,False,False,False
jana,jana,SUBST,PROPN,nmod,alei,False,False,False
pawha,pawha,PACT,ADJ,amod,jana,False,False,False
ii,ii,ADJ,ADJ,amod:flat,swiatha,False,False,False
swiatha,swiatha,SUBST,ADJ,nmod,alei,False,False,False
na,na,PREP,ADP,case,skrzyzowaniu,True,False,False
skrzyzowaniu,skrzyzowaniu,SUBST,NOUN,nmod,alei,False,False,False
mediateka,mediateka,SUBST,NOUN,nmod,skrzyzowaniu,False,False,False
-,-,INTERP,PUNCT,punct,wypozyczalnia,False,True,False
miejska,miejski,ADJ,ADJ,amod,wypozyczalnia,False,False,False
wypozyczalnia,wypozyczalnia,SUBST,NOUN,conj,stronie,False,False,False
gier,gra,SUBST,NOUN,nmod:arg,wypozyczalnia,False,False,False
planszowych,planszowy,ADJ,ADJ,amod,gier,False,False,False
i,i,CONJ,CCONJ,cc,filmów,True,False,False
filmów,film,SUBST,NOUN,conj,planszowych,False,False,False
tablice,tablica,SUBST,NOUN,nmod,gier,False,False,False
powitalne,powitalny,ADJ,ADJ,amod,tablice,False,False,False
(,(,INTERP,PUNCT,punct,witacze,False,True,False
tzw,tzw,SUBST,X,parataxis:insert,witacze,True,False,False
.,.,SUBST,PUNCT,punct,tzw,False,True,False
witacze,witacze,SUBST,NOUN,nmod,wypozyczalnia,False,False,False
),),INTERP,PUNCT,punct,witacze,False,True,False
-,-,INTERP,PUNCT,punct,drogach,False,True,False
na,na,PREP,ADP,case,drogach,True,False,False
drogach,drogi,SUBST,NOUN,nmod,instalacja,False,False,False
wjazdowych,wjazdowy,ADJ,ADJ,amod,drogach,False,False,False
do,do,PREP,ADP,case,miasta,True,False,False
miasta,miasto,SUBST,NOUN,nmod,drogach,False,False,False
.,.,INTERP,PUNCT,punct,instalacja,False,True,False
dlaczego,dlaczego,ADV,ADV,advmod,wita,True,False,False
czestochowa,czestochowa,SUBST,PROPN,nsubj,wita,False,False,False
nie,nie,QUB,PART,advmod:neg,wita,True,False,False
wita,wić,FIN,VERB,ROOT,wita,False,False,False
",",",",INTERP,PUNCT,punct,pozdrawia,False,True,False
nie,nie,QUB,PART,advmod:neg,pozdrawia,True,False,False
pozdrawia,pozdrawiać,PRAET,VERB,conj,wita,False,False,False
",",",",INTERP,PUNCT,punct,zaprasza,False,True,False
nie,nie,QUB,PART,advmod:neg,zaprasza,True,False,False
zaprasza,zapraszać,FIN,VERB,conj,wita,False,False,False
?,?,INTERP,PUNCT,punct,wita,False,True,False
?,?,INTERP,PUNCT,punct,?,False,True,False
?,?,INTERP,PUNCT,punct,?,False,True,False
parking,parking,SUBST,NOUN,ROOT,parking,False,False,False
z,z,PREP,ADP,case,oswietleniem,True,False,False
oswietleniem,oswietleniem,SUBST,NOUN,nmod,parking,False,False,False
przy,przy,PREP,ADP,case,dzialkach,True,False,False
dzialkach,dzialkach,SUBST,NOUN,nmod,oswietleniem,False,False,False
im,on,PPRON3,PRON,iobj,oswietleniem,True,False,False
.,.,INTERP,PUNCT,punct,im,False,True,False
a,a,BREV,X,nmod,parking,True,False,False
.,.,INTERP,PUNCT,punct,a,False,True,False
mickiewicza,mickiewicza,SUBST,PROPN,flat,a,False,False,False
oraz,oraz,CONJ,CCONJ,cc,droga,True,False,False
droga,droga,SUBST,NOUN,conj,parking,False,False,False
od,od,PREP,ADP,case,ul,True,False,False
ul,ul,BREV,X,nmod,droga,False,False,False
.,.,INTERP,PUNCT,punct,ul,False,True,False
zelaznej,zelaznej,PPAS,ADJ,amod,ul,False,False,False
i,i,CONJ,CCONJ,cc,ul,True,False,False
ul,ul,BREV,X,conj,ul,False,False,False
.,.,INTERP,PUNCT,punct,ul,False,True,False
piaskowej,piaskowy,ADJ,ADJ,amod,ul,False,False,False
przy,przy,PREP,ADP,case,dzialkach,True,False,False
dzialkach,dzialkach,SUBST,NOUN,nmod,droga,False,False,False
w,w,PREP,NOUN,case,budowa,True,False,False
/,/,SUBST,PROPN,punct,w,False,True,False
w,w,BREV,X,nmod,w,True,False,False
.,.,INTERP,PUNCT,punct,w,False,True,False
budowa,budowa,SUBST,NOUN,conj,parking,False,False,False
kanalizacji,kanalizacja,SUBST,NOUN,nmod:arg,budowa,False,False,False
sanitarnej,sanitarny,ADJ,ADJ,amod,kanalizacji,False,False,False
remont,remonta,SUBST,NOUN,nmod,budowa,False,False,False
nawierzchni,nawierzchnia,SUBST,NOUN,nmod:arg,remont,False,False,False
jezdni,jezdny,SUBST,NOUN,nmod:arg,nawierzchni,False,False,False
ul,ul,BREV,X,nmod,nawierzchni,False,False,False
.,.,INTERP,PUNCT,punct,ul,False,True,False
jadwigi,jadwigi,SUBST,ADJ,amod,ul,False,False,False
na,na,PREP,ADP,case,odcinku,True,False,False
odcinku,odcinek,SUBST,NOUN,obl,jadwigi,False,False,False
